product_id,product_name,category,price,currency,launch_date,updated_at
P00342,Fashion_Product_0342,Fashion,2317.36,INR,2025-03-23,2026-09-11
P00343,Fashion_Product_0343,Fashion,42001.78,INR,2025-06-21,2026-09-10
P00344,Sports_Product_0344,Sports,27817.84,INR,2026-04-17,2026-09-02
P00345,Grocery_Product_0345,Grocery,37755.32,INR,2025-06-21,2026-09-04
P00346,Grocery_Product_0346,Grocery,8050.17,INR,2025-01-18,2026-09-04
P00347,Beauty_Product_0347,Beauty,47236.8,INR,2026-06-20,2026-09-07
P00348,Home_Product_0348,Home,6425.12,INR,2026-03-30,2026-09-08
P00349,Sports_Product_0349,Sports,19520.03,INR,2026-03-14,2026-09-09
P00350,Grocery_Product_0350,Grocery,33202.77,INR,2025-12-13,2026-09-03
P00351,Beauty_Product_0351,Beauty,7285.85,INR,2026-04-19,2026-09-07
P00352,Electronics_Product_0352,Electronics,36145.52,INR,2025-06-03,2026-09-01
P00353,Sports_Product_0353,Sports,49696.67,INR,2026-05-10,2026-09-08
P00354,Sports_Product_0354,Sports,11401.19,INR,2025-10-03,2026-09-08
P00355,Electronics_Product_0355,Electronics,47832.74,INR,2025-01-08,2026-09-07
P00356,Fashion_Product_0356,Fashion,33324.32,INR,2025-08-22,2026-09-04
P00357,Home_Product_0357,Home,31921.57,INR,2025-12-22,2026-09-11
P00358,Grocery_Product_0358,Grocery,18476.32,INR,2025-09-06,2026-09-06
P00359,Beauty_Product_0359,Beauty,8755.86,INR,2025-05-13,2026-09-08
P00360,Beauty_Product_0360,Beauty,32250.4,INR,2025-02-07,2026-09-01
P00361,Home_Product_0361,Home,16595.52,INR,2025-12-14,2026-09-09
P00362,Home_Product_0362,Home,35314.37,INR,2026-04-27,2026-09-04
P00363,Electronics_Product_0363,Electronics,47080.76,INR,2026-04-19,2026-09-04
P00364,Grocery_Product_0364,Grocery,31836.82,INR,2025-05-10,2026-09-03
P00365,Sports_Product_0365,Sports,17284.11,INR,2026-04-04,2026-09-01
P00366,Home_Product_0366,Home,35487.37,INR,2025-09-18,2026-09-01
P00367,Grocery_Product_0367,Grocery,48549.84,INR,2025-12-06,2026-09-06
P00368,Home_Product_0368,Home,14587.65,INR,2026-02-25,2026-09-09
P00369,Sports_Product_0369,Sports,36348.62,INR,2025-08-17,2026-09-10
P00370,Beauty_Product_0370,Beauty,44628.42,INR,2026-04-15,2026-09-11
P00371,Electronics_Product_0371,Electronics,14728.27,INR,2025-04-17,2026-09-07
P00372,Beauty_Product_0372,Beauty,48555.19,INR,2026-07-05,2026-09-02
P00373,Home_Product_0373,Home,39455.88,INR,2026-03-08,2026-09-11
P00374,Home_Product_0374,Home,20045.57,INR,2026-04-17,2026-09-04
P00375,Sports_Product_0375,Sports,19608.61,INR,2025-12-18,2026-09-07
P00376,Sports_Product_0376,Sports,605.94,INR,2025-10-13,2026-09-09
P00377,Grocery_Product_0377,Grocery,46377.86,INR,2025-09-28,2026-09-11
P00378,Beauty_Product_0378,Beauty,25022.11,INR,2025-08-22,2026-09-04
P00379,Fashion_Product_0379,Fashion,35611.61,INR,2025-03-14,2026-09-03
P00380,Home_Product_0380,Home,27262.72,INR,2025-12-05,2026-09-06
P00381,Sports_Product_0381,Sports,23314.72,INR,2026-03-25,2026-09-01
P00382,Electronics_Product_0382,Electronics,32994.85,INR,2026-03-10,2026-09-03
P00383,Fashion_Product_0383,Fashion,33900.77,INR,2025-09-26,2026-09-06
P00384,Sports_Product_0384,Sports,42030.23,INR,2025-10-13,2026-09-03
P00385,Beauty_Product_0385,Beauty,13800.89,INR,2026-05-15,2026-09-07
P00386,Electronics_Product_0386,Electronics,31844.38,INR,2025-11-27,2026-09-04
P00387,Electronics_Product_0387,Electronics,4347.65,INR,2025-02-18,2026-09-04
P00388,Fashion_Product_0388,Fashion,28837.44,INR,2025-01-30,2026-09-02
P00389,Fashion_Product_0389,Fashion,36093.9,INR,2026-06-01,2026-09-08
P00390,Electronics_Product_0390,Electronics,43369.54,INR,2026-01-20,2026-09-03
P00391,Sports_Product_0391,Sports,11268.9,INR,2025-12-31,2026-09-07
P00392,Sports_Product_0392,Sports,31264.26,INR,2025-11-25,2026-09-09
P00393,Electronics_Product_0393,Electronics,2004.73,INR,2025-01-18,2026-09-02
P00394,Home_Product_0394,Home,40947.61,INR,2025-07-31,2026-09-08
P00395,Home_Product_0395,Home,41900.49,INR,2025-07-22,2026-09-06
P00396,Beauty_Product_0396,Beauty,22972.37,INR,2025-05-13,2026-09-11
P00397,Grocery_Product_0397,Grocery,22546.6,INR,2025-06-19,2026-09-09
P00398,Beauty_Product_0398,Beauty,3635.8,INR,2025-11-23,2026-09-07
P00399,Home_Product_0399,Home,30445.83,INR,2026-01-12,2026-09-08
P00400,Grocery_Product_0400,Grocery,45833.29,INR,2025-10-30,2026-09-06
P00401,Beauty_Product_0401,Beauty,17096.27,INR,2025-12-18,2026-09-10
P00402,Sports_Product_0402,Sports,18604.59,INR,2026-01-12,2026-09-01
P00403,Home_Product_0403,Home,16277.09,INR,2025-09-03,2026-09-11
P00404,Beauty_Product_0404,Beauty,6785.79,INR,2025-03-26,2026-09-08
P00405,Electronics_Product_0405,Electronics,15087.09,INR,2026-01-09,2026-09-05
P00406,Electronics_Product_0406,Electronics,28000.62,INR,2025-12-20,2026-09-03
P00407,Grocery_Product_0407,Grocery,15714.84,INR,2026-01-11,2026-09-03
P00408,Electronics_Product_0408,Electronics,47124.97,INR,2026-06-27,2026-09-11
P00409,Sports_Product_0409,Sports,8283.87,INR,2025-03-18,2026-09-07
P00410,Grocery_Product_0410,Grocery,15734.42,INR,2025-03-10,2026-09-10
P00411,Grocery_Product_0411,Grocery,35516.31,INR,2025-04-05,2026-09-05
P00412,Home_Product_0412,Home,24621.16,INR,2025-10-30,2026-09-06
P00413,Fashion_Product_0413,Fashion,3095.11,INR,2025-07-29,2026-09-01
P00414,Grocery_Product_0414,Grocery,6860.76,INR,2026-01-30,2026-09-10
P00415,Home_Product_0415,Home,23214.15,INR,2025-01-27,2026-09-09
P00416,Grocery_Product_0416,Grocery,38752.05,INR,2025-05-25,2026-09-05
P00417,Electronics_Product_0417,Electronics,9507.79,INR,2026-01-07,2026-09-11
P00418,Fashion_Product_0418,Fashion,8696.91,INR,2025-04-04,2026-09-03
P00419,Grocery_Product_0419,Grocery,49600.62,INR,2025-10-20,2026-09-01
P00420,Grocery_Product_0420,Grocery,35140.31,INR,2026-08-20,2026-09-04
P00421,Beauty_Product_0421,Beauty,11753.22,INR,2025-01-23,2026-09-10
P00422,Home_Product_0422,Home,4602.68,INR,2025-04-01,2026-09-09
P00423,Electronics_Product_0423,Electronics,18147.7,INR,2025-06-18,2026-09-06
P00424,Beauty_Product_0424,Beauty,28625.54,INR,2026-08-20,2026-09-10
P00425,Electronics_Product_0425,Electronics,35398.36,INR,2025-10-17,2026-09-08
P00426,Sports_Product_0426,Sports,45662.6,INR,2025-04-01,2026-09-03
P00427,Grocery_Product_0427,Grocery,11908.67,INR,2025-06-07,2026-09-06
P00428,Home_Product_0428,Home,20390.15,INR,2025-03-30,2026-09-09
P00429,Sports_Product_0429,Sports,4438.32,INR,2025-04-27,2026-09-04
P00430,Home_Product_0430,Home,37075.62,INR,2025-08-27,2026-09-05
P00431,Sports_Product_0431,Sports,35530.61,INR,2026-04-30,2026-09-02
P00432,Fashion_Product_0432,Fashion,10794.52,INR,2026-03-19,2026-09-03
P00433,Beauty_Product_0433,Beauty,21432.2,INR,2026-03-02,2026-09-02
P00434,Fashion_Product_0434,Fashion,24728.08,INR,2025-10-25,2026-09-03
P00435,Electronics_Product_0435,Electronics,38422.36,INR,2025-06-04,2026-09-01
P00436,Fashion_Product_0436,Fashion,30999.37,INR,2025-07-28,2026-09-09
P00437,Electronics_Product_0437,Electronics,49696.21,INR,2025-02-10,2026-09-02
P00438,Home_Product_0438,Home,29642.94,INR,2025-11-09,2026-09-09
P00439,Electronics_Product_0439,Electronics,8220.78,INR,2026-06-23,2026-09-10
P00440,Electronics_Product_0440,Electronics,27846.29,INR,2026-06-25,2026-09-02
P00441,Sports_Product_0441,Sports,19053.32,INR,2026-02-27,2026-09-05
P00442,Home_Product_0442,Home,7972.39,INR,2025-04-30,2026-09-10
P00443,Electronics_Product_0443,Electronics,33836.41,INR,2025-02-06,2026-09-09
P00444,Fashion_Product_0444,Fashion,3597.17,INR,2025-08-11,2026-09-04
P00445,Home_Product_0445,Home,19687.5,INR,2026-07-30,2026-09-04
P00446,Electronics_Product_0446,Electronics,22168.21,INR,2025-06-05,2026-09-04
P00447,Beauty_Product_0447,Beauty,44060.98,INR,2026-02-13,2026-09-08
P00448,Electronics_Product_0448,Electronics,49584.89,INR,2025-03-12,2026-09-08
P00449,Electronics_Product_0449,Electronics,665.12,INR,2025-08-11,2026-09-09
P00450,Sports_Product_0450,Sports,4701.86,INR,2025-04-28,2026-09-09
P00451,Beauty_Product_0451,Beauty,14598.05,INR,2025-11-25,2026-09-01
P00452,Electronics_Product_0452,Electronics,12033.97,INR,2025-07-30,2026-09-03
P00453,Electronics_Product_0453,Electronics,38194.78,INR,2025-09-12,2026-09-05
P00454,Home_Product_0454,Home,29661.44,INR,2026-03-17,2026-09-01
P00455,Beauty_Product_0455,Beauty,3922.0,INR,2026-06-16,2026-09-08
P00456,Beauty_Product_0456,Beauty,17311.62,INR,2026-05-23,2026-09-08
P00457,Home_Product_0457,Home,37580.35,INR,2025-06-07,2026-09-06
P00458,Grocery_Product_0458,Grocery,42996.2,INR,2026-04-16,2026-09-03
P00459,Fashion_Product_0459,Fashion,3853.56,INR,2026-01-22,2026-09-04
P00460,Electronics_Product_0460,Electronics,19778.26,INR,2025-07-20,2026-09-11
P00461,Beauty_Product_0461,Beauty,47987.08,INR,2026-05-31,2026-09-02
P00462,Electronics_Product_0462,Electronics,32649.92,INR,2025-02-26,2026-09-06
P00463,Grocery_Product_0463,Grocery,37775.65,INR,2025-02-01,2026-09-04
P00464,Sports_Product_0464,Sports,30640.37,INR,2025-07-30,2026-09-01
P00465,Beauty_Product_0465,Beauty,20005.98,INR,2026-04-18,2026-09-01
P00466,Electronics_Product_0466,Electronics,17332.96,INR,2025-10-15,2026-09-07
P00467,Sports_Product_0467,Sports,43145.86,INR,2026-02-11,2026-09-07
P00468,Grocery_Product_0468,Grocery,30268.34,INR,2025-05-21,2026-09-04
P00469,Fashion_Product_0469,Fashion,34531.09,INR,2025-03-02,2026-09-01
P00470,Beauty_Product_0470,Beauty,5492.94,INR,2025-11-22,2026-09-09
P00471,Electronics_Product_0471,Electronics,39088.41,INR,2026-08-17,2026-09-08
P00472,Electronics_Product_0472,Electronics,13788.98,INR,2025-02-19,2026-09-09
P00473,Beauty_Product_0473,Beauty,9974.25,INR,2025-07-06,2026-09-04
P00474,Home_Product_0474,Home,10852.08,INR,2025-02-01,2026-09-07
P00475,Home_Product_0475,Home,44487.66,INR,2026-05-18,2026-09-05
P00476,Home_Product_0476,Home,44095.08,INR,2026-07-09,2026-09-09
P00477,Sports_Product_0477,Sports,9714.62,INR,2025-06-25,2026-09-04
P00478,Beauty_Product_0478,Beauty,16818.18,INR,2025-01-06,2026-09-10
P00479,Beauty_Product_0479,Beauty,9405.56,INR,2026-06-22,2026-09-06
P00480,Sports_Product_0480,Sports,41938.52,INR,2025-05-25,2026-09-11
P00481,Home_Product_0481,Home,27564.44,INR,2025-12-12,2026-09-05
P00482,Home_Product_0482,Home,15885.61,INR,2025-04-26,2026-09-04
P00483,Sports_Product_0483,Sports,38486.87,INR,2026-08-13,2026-09-07
P00484,Electronics_Product_0484,Electronics,48195.38,INR,2025-11-15,2026-09-09
P00485,Fashion_Product_0485,Fashion,38935.45,INR,2025-08-29,2026-09-07
P00486,Beauty_Product_0486,Beauty,27177.78,INR,2025-07-31,2026-09-09
P00487,Grocery_Product_0487,Grocery,24502.05,INR,2026-02-10,2026-09-10
P00488,Grocery_Product_0488,Grocery,9705.18,INR,2025-09-04,2026-09-09
P00489,Electronics_Product_0489,Electronics,1722.82,INR,2025-08-30,2026-09-07
P00490,Home_Product_0490,Home,22003.89,INR,2026-06-16,2026-09-05
P00491,Beauty_Product_0491,Beauty,21111.47,INR,2025-10-08,2026-09-09
P00492,Beauty_Product_0492,Beauty,36927.91,INR,2025-09-30,2026-09-02
P00493,Beauty_Product_0493,Beauty,11620.33,INR,2025-04-01,2026-09-03
P00494,Electronics_Product_0494,Electronics,20075.2,INR,2025-04-19,2026-09-08
P00495,Home_Product_0495,Home,17324.84,INR,2025-06-22,2026-09-10
P00496,Beauty_Product_0496,Beauty,24090.22,INR,2025-02-08,2026-09-02
P00497,Home_Product_0497,Home,17980.68,INR,2025-11-06,2026-09-01
P00498,Sports_Product_0498,Sports,5260.59,INR,2025-10-03,2026-09-05
P00499,Electronics_Product_0499,Electronics,18555.59,INR,2025-07-02,2026-09-09
P00500,Electronics_Product_0500,Electronics,35365.01,INR,2025-08-08,2026-09-07
P00501,Electronics_Product_0501,Electronics,3726.31,INR,2026-07-06,2026-09-07
P00502,Electronics_Product_0502,Electronics,5187.68,INR,2026-01-31,2026-09-01
P00503,Fashion_Product_0503,Fashion,43883.79,INR,2025-03-19,2026-09-02
P00504,Sports_Product_0504,Sports,30416.83,INR,2026-02-14,2026-09-01
P00505,Home_Product_0505,Home,17149.59,INR,2025-10-04,2026-09-07
P00506,Home_Product_0506,Home,45496.37,INR,2025-06-29,2026-09-07
P00507,Sports_Product_0507,Sports,48490.85,INR,2026-01-24,2026-09-09
P00508,Home_Product_0508,Home,46251.48,INR,2025-08-26,2026-09-08
P00509,Beauty_Product_0509,Beauty,4565.29,INR,2025-10-01,2026-09-01
P00510,Fashion_Product_0510,Fashion,14573.38,INR,2025-10-07,2026-09-11
P00511,Grocery_Product_0511,Grocery,15805.57,INR,2025-12-13,2026-09-10
P00512,Home_Product_0512,Home,33759.9,INR,2026-03-11,2026-09-01
P00513,Electronics_Product_0513,Electronics,11619.28,INR,2025-01-08,2026-09-02
P00514,Electronics_Product_0514,Electronics,30087.59,INR,2026-02-28,2026-09-11
P00515,Fashion_Product_0515,Fashion,7693.17,INR,2025-06-03,2026-09-04
P00516,Sports_Product_0516,Sports,18881.72,INR,2026-04-28,2026-09-05
P00517,Grocery_Product_0517,Grocery,6371.81,INR,2025-04-12,2026-09-11
P00518,Grocery_Product_0518,Grocery,48297.68,INR,2026-04-01,2026-09-04
P00519,Beauty_Product_0519,Beauty,39911.34,INR,2025-08-26,2026-09-09
P00520,Home_Product_0520,Home,32939.2,INR,2025-02-26,2026-09-10
P00521,Home_Product_0521,Home,41901.83,INR,2026-04-07,2026-09-01
P00522,Sports_Product_0522,Sports,9763.57,INR,2025-01-31,2026-09-10
P00523,Sports_Product_0523,Sports,4342.18,INR,2026-01-05,2026-09-01
P00524,Sports_Product_0524,Sports,5762.75,INR,2025-07-13,2026-09-07
P00525,Grocery_Product_0525,Grocery,39555.96,INR,2025-01-20,2026-09-04
P00526,Home_Product_0526,Home,40829.7,INR,2025-09-15,2026-09-09
P00527,Home_Product_0527,Home,9521.09,INR,2026-05-01,2026-09-08
P00528,Electronics_Product_0528,Electronics,877.23,INR,2026-03-07,2026-09-03
P00529,Beauty_Product_0529,Beauty,46403.83,INR,2025-12-05,2026-09-11
P00530,Sports_Product_0530,Sports,16834.66,INR,2025-05-08,2026-09-05
P00531,Fashion_Product_0531,Fashion,29735.5,INR,2025-12-30,2026-09-05
P00532,Home_Product_0532,Home,30690.53,INR,2026-02-01,2026-09-07
P00533,Sports_Product_0533,Sports,16531.22,INR,2025-05-22,2026-09-02
P00534,Grocery_Product_0534,Grocery,37602.5,INR,2026-05-03,2026-09-06
P00535,Beauty_Product_0535,Beauty,6607.49,INR,2025-12-18,2026-09-03
P00536,Sports_Product_0536,Sports,485.85,INR,2025-01-13,2026-09-02
P00537,Beauty_Product_0537,Beauty,48344.49,INR,2025-03-10,2026-09-11
P00538,Beauty_Product_0538,Beauty,10313.21,INR,2025-11-10,2026-09-08
P00539,Sports_Product_0539,Sports,33145.97,INR,2025-10-19,2026-09-06
P00540,Sports_Product_0540,Sports,9286.82,INR,2025-11-17,2026-09-11
P00541,Electronics_Product_0541,Electronics,40823.12,INR,2025-08-06,2026-09-09
P00542,Fashion_Product_0542,Fashion,41182.27,INR,2026-03-09,2026-09-05
P00543,Grocery_Product_0543,Grocery,25766.91,INR,2026-05-14,2026-09-02
P00544,Grocery_Product_0544,Grocery,47780.93,INR,2025-02-17,2026-09-01
P00545,Electronics_Product_0545,Electronics,22302.31,INR,2026-04-22,2026-09-09
P00546,Electronics_Product_0546,Electronics,6358.95,INR,2025-10-18,2026-09-11
P00547,Grocery_Product_0547,Grocery,16957.26,INR,2026-02-19,2026-09-02
P00548,Grocery_Product_0548,Grocery,36946.95,INR,2025-02-11,2026-09-05
P00549,Sports_Product_0549,Sports,15155.61,INR,2025-10-16,2026-09-02
P00550,Grocery_Product_0550,Grocery,46056.98,INR,2025-10-23,2026-09-03
P00551,Grocery_Product_0551,Grocery,35309.14,INR,2025-09-09,2026-09-06
P00552,Grocery_Product_0552,Grocery,17594.17,INR,2025-06-03,2026-09-09
P00553,Fashion_Product_0553,Fashion,32030.35,INR,2026-05-10,2026-09-03
P00554,Grocery_Product_0554,Grocery,26789.27,INR,2026-04-29,2026-09-06
P00555,Beauty_Product_0555,Beauty,32954.9,INR,2026-08-11,2026-09-09
P00556,Electronics_Product_0556,Electronics,33010.28,INR,2025-02-19,2026-09-03
P00557,Beauty_Product_0557,Beauty,44273.49,INR,2026-01-23,2026-09-05
P00558,Grocery_Product_0558,Grocery,22870.6,INR,2026-04-29,2026-09-02
P00559,Electronics_Product_0559,Electronics,17147.4,INR,2026-07-28,2026-09-03
P00560,Grocery_Product_0560,Grocery,36473.52,INR,2025-03-08,2026-09-09
P00561,Beauty_Product_0561,Beauty,47992.32,INR,2026-06-19,2026-09-10
P00562,Home_Product_0562,Home,3740.92,INR,2025-01-03,2026-09-08
P00563,Grocery_Product_0563,Grocery,28884.2,INR,2025-04-29,2026-09-07
P00564,Electronics_Product_0564,Electronics,3894.72,INR,2026-02-15,2026-09-05
P00565,Home_Product_0565,Home,19152.05,INR,2025-03-25,2026-09-02
P00566,Sports_Product_0566,Sports,42826.31,INR,2025-09-04,2026-09-01
P00567,Sports_Product_0567,Sports,22927.08,INR,2025-11-07,2026-09-03
P00568,Grocery_Product_0568,Grocery,38394.58,INR,2026-05-17,2026-09-04
P00569,Grocery_Product_0569,Grocery,40684.32,INR,2026-06-13,2026-09-09
P00570,Grocery_Product_0570,Grocery,38292.18,INR,2025-07-09,2026-09-04
P00571,Beauty_Product_0571,Beauty,49998.44,INR,2026-05-10,2026-09-05
P00572,Sports_Product_0572,Sports,33766.06,INR,2026-05-23,2026-09-08
P00573,Electronics_Product_0573,Electronics,2918.65,INR,2026-07-28,2026-09-09
P00574,Electronics_Product_0574,Electronics,31661.9,INR,2025-12-15,2026-09-04
P00575,Fashion_Product_0575,Fashion,16782.28,INR,2025-04-08,2026-09-03
P00576,Electronics_Product_0576,Electronics,37572.12,INR,2026-07-23,2026-09-01
P00577,Sports_Product_0577,Sports,48447.72,INR,2025-06-19,2026-09-07
P00578,Beauty_Product_0578,Beauty,28629.39,INR,2026-08-23,2026-09-01
P00579,Sports_Product_0579,Sports,20513.07,INR,2026-02-20,2026-09-07
P00580,Grocery_Product_0580,Grocery,1073.48,INR,2026-07-09,2026-09-07
P00581,Home_Product_0581,Home,45536.17,INR,2025-07-28,2026-09-09
P00582,Fashion_Product_0582,Fashion,41463.34,INR,2026-01-05,2026-09-08
P00583,Electronics_Product_0583,Electronics,20551.37,INR,2026-02-17,2026-09-11
P00584,Sports_Product_0584,Sports,6765.5,INR,2025-04-22,2026-09-01
P00585,Electronics_Product_0585,Electronics,9525.7,INR,2026-04-29,2026-09-01
P00586,Grocery_Product_0586,Grocery,29726.0,INR,2025-01-22,2026-09-08
P00587,Electronics_Product_0587,Electronics,40555.06,INR,2026-05-15,2026-09-09
P00588,Electronics_Product_0588,Electronics,26432.72,INR,2026-06-09,2026-09-07
P00589,Grocery_Product_0589,Grocery,35280.93,INR,2026-03-22,2026-09-10
P00590,Fashion_Product_0590,Fashion,8293.65,INR,2026-05-26,2026-09-01
P00591,Sports_Product_0591,Sports,48197.73,INR,2026-06-12,2026-09-04
P00592,Home_Product_0592,Home,25278.89,INR,2025-06-08,2026-09-11
P00593,Grocery_Product_0593,Grocery,34608.07,INR,2026-05-19,2026-09-05
P00594,Sports_Product_0594,Sports,22067.88,INR,2026-02-24,2026-09-11
P00595,Fashion_Product_0595,Fashion,30821.97,INR,2025-12-22,2026-09-01
P00596,Beauty_Product_0596,Beauty,39941.32,INR,2025-10-03,2026-09-06
P00597,Beauty_Product_0597,Beauty,15900.44,INR,2025-05-17,2026-09-07
P00598,Beauty_Product_0598,Beauty,19817.84,INR,2025-10-10,2026-09-02
P00599,Sports_Product_0599,Sports,25539.58,INR,2026-05-30,2026-09-02
P00600,Beauty_Product_0600,Beauty,49895.99,INR,2025-10-05,2026-09-08
P00601,Beauty_Product_0601,Beauty,28911.0,INR,2025-01-04,2026-09-01
P00602,Fashion_Product_0602,Fashion,15434.83,INR,2025-05-16,2026-09-03
P00603,Electronics_Product_0603,Electronics,9375.54,INR,2025-07-03,2026-09-07
P00604,Sports_Product_0604,Sports,49584.6,INR,2025-08-20,2026-09-01
P00605,Fashion_Product_0605,Fashion,6336.87,INR,2026-02-03,2026-09-11
P00606,Home_Product_0606,Home,17330.13,INR,2026-01-16,2026-09-08
P00607,Fashion_Product_0607,Fashion,12150.95,INR,2025-02-03,2026-09-08
P00608,Home_Product_0608,Home,38799.42,INR,2025-02-10,2026-09-07
P00609,Fashion_Product_0609,Fashion,16816.07,INR,2026-03-20,2026-09-09
P00610,Home_Product_0610,Home,7416.23,INR,2025-06-02,2026-09-05
P00611,Beauty_Product_0611,Beauty,20044.63,INR,2026-05-06,2026-09-06
P00612,Electronics_Product_0612,Electronics,6343.7,INR,2026-07-26,2026-09-04
P00613,Beauty_Product_0613,Beauty,38025.81,INR,2026-08-12,2026-09-10
P00614,Electronics_Product_0614,Electronics,3185.25,INR,2026-01-02,2026-09-04
P00615,Beauty_Product_0615,Beauty,36193.15,INR,2026-02-22,2026-09-10
P00616,Fashion_Product_0616,Fashion,9785.71,INR,2026-05-20,2026-09-07
P00617,Fashion_Product_0617,Fashion,10932.26,INR,2025-09-22,2026-09-03
P00618,Fashion_Product_0618,Fashion,26685.23,INR,2025-12-30,2026-09-07
P00619,Fashion_Product_0619,Fashion,38688.2,INR,2026-06-17,2026-09-04
P00620,Beauty_Product_0620,Beauty,7075.66,INR,2025-08-13,2026-09-08
P00621,Grocery_Product_0621,Grocery,8917.02,INR,2025-12-12,2026-09-10
P00622,Fashion_Product_0622,Fashion,5189.15,INR,2025-08-27,2026-09-04
P00623,Grocery_Product_0623,Grocery,23628.6,INR,2025-02-24,2026-09-01
P00624,Sports_Product_0624,Sports,34676.02,INR,2025-11-16,2026-09-03
P00625,Grocery_Product_0625,Grocery,10459.05,INR,2025-02-04,2026-09-04
P00626,Grocery_Product_0626,Grocery,22342.97,INR,2025-10-01,2026-09-04
P00627,Fashion_Product_0627,Fashion,11736.76,INR,2025-07-21,2026-09-11
P00628,Electronics_Product_0628,Electronics,31648.56,INR,2026-07-05,2026-09-09
P00629,Fashion_Product_0629,Fashion,26714.42,INR,2026-01-11,2026-09-07
P00630,Grocery_Product_0630,Grocery,38324.57,INR,2025-03-26,2026-09-03
P00631,Home_Product_0631,Home,32317.92,INR,2026-07-15,2026-09-11
P00632,Electronics_Product_0632,Electronics,13541.17,INR,2025-08-13,2026-09-08
P00633,Electronics_Product_0633,Electronics,29661.85,INR,2026-01-16,2026-09-11
P00634,Grocery_Product_0634,Grocery,5771.22,INR,2026-03-08,2026-09-10
P00635,Grocery_Product_0635,Grocery,19342.56,INR,2025-01-17,2026-09-11
P00636,Grocery_Product_0636,Grocery,19368.51,INR,2026-01-14,2026-09-06
P00637,Home_Product_0637,Home,15191.34,INR,2025-05-28,2026-09-02
P00638,Home_Product_0638,Home,24523.43,INR,2026-07-07,2026-09-04
P00639,Beauty_Product_0639,Beauty,31073.13,INR,2025-06-11,2026-09-07
P00640,Home_Product_0640,Home,1601.86,INR,2025-07-31,2026-09-03
P00641,Grocery_Product_0641,Grocery,41212.0,INR,2025-07-22,2026-09-11
P00642,Sports_Product_0642,Sports,21489.96,INR,2026-06-27,2026-09-06
P00643,Sports_Product_0643,Sports,10287.49,INR,2025-05-16,2026-09-09
P00644,Sports_Product_0644,Sports,10746.9,INR,2026-08-09,2026-09-01
P00645,Fashion_Product_0645,Fashion,30200.19,INR,2026-04-25,2026-09-11
P00646,Grocery_Product_0646,Grocery,25941.29,INR,2025-08-11,2026-09-11
P00647,Fashion_Product_0647,Fashion,4106.1,INR,2026-01-17,2026-09-01
P00648,Fashion_Product_0648,Fashion,8331.54,INR,2026-06-07,2026-09-06
P00649,Sports_Product_0649,Sports,41230.32,INR,2026-03-07,2026-09-06
P00650,Home_Product_0650,Home,38989.93,INR,2025-01-31,2026-09-03
P00651,Home_Product_0651,Home,682.0,INR,2026-03-23,2026-09-07
P00652,Grocery_Product_0652,Grocery,32501.59,INR,2026-02-19,2026-09-11
P00653,Grocery_Product_0653,Grocery,38392.92,INR,2026-02-17,2026-09-11
P00654,Beauty_Product_0654,Beauty,11234.38,INR,2025-11-01,2026-09-08
P00655,Beauty_Product_0655,Beauty,23603.46,INR,2025-11-01,2026-09-10
P00656,Sports_Product_0656,Sports,33958.14,INR,2026-03-15,2026-09-04
P00657,Fashion_Product_0657,Fashion,28018.74,INR,2026-01-02,2026-09-10
P00658,Electronics_Product_0658,Electronics,44538.82,INR,2025-01-01,2026-09-04
P00659,Sports_Product_0659,Sports,16812.96,INR,2025-11-14,2026-09-03
P00660,Beauty_Product_0660,Beauty,19117.57,INR,2025-06-06,2026-09-02
P00661,Home_Product_0661,Home,17687.24,INR,2026-02-15,2026-09-04
P00662,Grocery_Product_0662,Grocery,22143.13,INR,2025-07-30,2026-09-10
P00663,Grocery_Product_0663,Grocery,49289.81,INR,2025-08-22,2026-09-10
P00664,Sports_Product_0664,Sports,12931.84,INR,2025-12-11,2026-09-10
P00665,Home_Product_0665,Home,459.41,INR,2026-07-24,2026-09-10
P00666,Home_Product_0666,Home,16086.22,INR,2025-10-20,2026-09-07
P00667,Home_Product_0667,Home,21829.44,INR,2026-01-12,2026-09-04
P00668,Electronics_Product_0668,Electronics,23548.51,INR,2026-06-10,2026-09-08
P00669,Fashion_Product_0669,Fashion,1661.44,INR,2025-06-03,2026-09-02
P00670,Electronics_Product_0670,Electronics,33142.11,INR,2026-04-24,2026-09-04
P00671,Beauty_Product_0671,Beauty,33605.9,INR,2025-08-15,2026-09-11
P00672,Grocery_Product_0672,Grocery,48650.38,INR,2025-12-26,2026-09-07
P00673,Grocery_Product_0673,Grocery,39756.0,INR,2025-07-29,2026-09-03
P00674,Fashion_Product_0674,Fashion,47357.97,INR,2025-07-29,2026-09-05
P00675,Sports_Product_0675,Sports,22654.68,INR,2026-08-01,2026-09-04
P00676,Sports_Product_0676,Sports,48985.46,INR,2026-03-13,2026-09-11
P00677,Beauty_Product_0677,Beauty,352.91,INR,2025-04-09,2026-09-10
P00678,Electronics_Product_0678,Electronics,1764.93,INR,2025-01-11,2026-09-05
P00679,Sports_Product_0679,Sports,26016.92,INR,2026-02-10,2026-09-01
P00680,Grocery_Product_0680,Grocery,22173.02,INR,2025-06-07,2026-09-07
P00681,Home_Product_0681,Home,15278.92,INR,2026-04-04,2026-09-09
P00682,Sports_Product_0682,Sports,31433.69,INR,2025-07-22,2026-09-11
