payment_id,order_id,amount,payment_mode,payment_ts,payment_status
PAY00004321,O00042067,59281.09,CARD,2026-08-12 01:59:00,SUCCESS
PAY00004322,O00023317,67204.45,NETBANKING,2026-08-23 12:48:00,SUCCESS
PAY00004323,O00005981,24385.66,UPI,2026-08-18 17:46:00,SUCCESS
PAY00004324,O00015290,93568.9,COD,2026-09-05 11:01:00,SUCCESS
PAY00004325,O00028393,64458.07,WALLET,2026-08-08 23:36:00,SUCCESS
PAY00004326,O00032229,11094.7,CARD,2026-09-05 16:32:00,SUCCESS
PAY00004327,O00019475,107782.8,COD,2026-08-30 12:59:00,SUCCESS
PAY00004328,O00030140,28342.14,WALLET,2026-08-18 21:07:00,SUCCESS
PAY00004329,O00001165,44043.14,CARD,2026-08-12 10:33:00,SUCCESS
PAY00004330,O00022052,27254.32,COD,2026-08-21 00:41:00,SUCCESS
PAY00004331,O00032795,43832.25,UPI,2026-09-02 20:32:00,SUCCESS
PAY00004332,O00039140,35390.18,NETBANKING,2026-09-04 06:14:00,SUCCESS
PAY00004333,O00020604,98504.36,UPI,2026-08-03 09:36:00,SUCCESS
PAY00004334,O00013754,107456.62,NETBANKING,2026-08-29 08:19:00,SUCCESS
PAY00004335,O00043849,17171.87,NETBANKING,2026-08-11 04:09:00,SUCCESS
PAY00004336,O00011145,118157.4,UPI,2026-09-06 01:36:00,SUCCESS
PAY00004337,O00023711,12814.33,NETBANKING,2026-08-13 03:21:00,SUCCESS
PAY00004338,O00044911,27100.18,WALLET,2026-09-03 04:47:00,SUCCESS
PAY00004339,O00023775,105982.13,NETBANKING,2026-08-16 05:39:00,SUCCESS
PAY00004340,O00015346,23238.99,CARD,2026-08-28 11:24:00,SUCCESS
PAY00004341,O00045482,98016.62,WALLET,2026-08-07 08:12:00,SUCCESS
PAY00004342,O00043224,39952.05,COD,2026-09-06 04:14:00,SUCCESS
PAY00004343,O00044602,99704.75,CARD,2026-09-08 08:23:00,SUCCESS
PAY00004344,O00007833,82281.16,CARD,2026-08-08 13:24:00,SUCCESS
PAY00004345,O00006327,13650.26,CARD,2026-08-25 22:09:00,SUCCESS
PAY00004346,O00035204,55941.16,UPI,2026-09-02 10:25:00,SUCCESS
PAY00004347,O00002108,8334.72,NETBANKING,2026-09-10 06:22:00,SUCCESS
PAY00004348,O00004597,117906.41,WALLET,2026-09-04 06:39:00,SUCCESS
PAY00004349,O00046811,48001.64,CARD,2026-08-18 16:39:00,SUCCESS
PAY00004350,O00012868,56347.3,COD,2026-08-06 22:43:00,SUCCESS
PAY00004351,O00024499,8000.98,COD,2026-09-11 10:27:00,SUCCESS
PAY00004352,O00044262,36189.51,NETBANKING,2026-08-25 07:18:00,SUCCESS
PAY00004353,O00046482,8479.31,COD,2026-09-08 02:09:00,SUCCESS
PAY00004354,O00049890,89037.31,COD,2026-08-11 19:59:00,SUCCESS
PAY00004355,O00009186,37793.96,UPI,2026-08-27 08:50:00,SUCCESS
PAY00004356,O00013759,92762.88,UPI,2026-09-06 11:10:00,SUCCESS
PAY00004357,O00024017,25007.15,UPI,2026-08-04 10:33:00,SUCCESS
PAY00004358,O00048059,109061.94,CARD,2026-08-01 03:51:00,SUCCESS
PAY00004359,O00020771,94434.58,CARD,2026-08-27 20:54:00,SUCCESS
PAY00004360,O00010019,48122.26,WALLET,2026-08-18 20:47:00,SUCCESS
PAY00004361,O00018605,31139.77,CARD,2026-09-04 10:32:00,SUCCESS
PAY00004362,O00049050,112615.55,UPI,2026-09-09 00:50:00,SUCCESS
PAY00004363,O00040305,55686.68,COD,2026-09-01 10:42:00,SUCCESS
PAY00004364,O00002608,107672.46,WALLET,2026-08-10 01:12:00,SUCCESS
PAY00004365,O00019000,55750.61,CARD,2026-08-16 20:27:00,SUCCESS
PAY00004366,O00028159,18509.55,COD,2026-08-25 23:46:00,SUCCESS
PAY00004367,O00032514,110071.1,NETBANKING,2026-08-29 14:06:00,SUCCESS
PAY00004368,O00024869,82176.88,WALLET,2026-09-08 04:16:00,SUCCESS
PAY00004369,O00041998,16163.52,WALLET,2026-08-15 14:21:00,SUCCESS
PAY00004370,O00031808,84801.4,COD,2026-08-10 22:23:00,SUCCESS
PAY00004371,O00023798,112282.47,UPI,2026-09-08 13:35:00,SUCCESS
PAY00004372,O00029051,28388.52,CARD,2026-08-22 21:50:00,SUCCESS
PAY00004373,O00018778,29532.07,COD,2026-08-23 11:23:00,SUCCESS
PAY00004374,O00009472,19076.08,WALLET,2026-08-04 13:58:00,SUCCESS
PAY00004375,O00011262,78027.79,COD,2026-09-01 09:08:00,SUCCESS
PAY00004376,O00018390,31882.2,COD,2026-08-02 18:51:00,SUCCESS
PAY00004377,O00045201,108376.01,UPI,2026-08-07 16:54:00,SUCCESS
PAY00004378,O00037696,42135.71,NETBANKING,2026-08-19 04:38:00,SUCCESS
PAY00004379,O00035356,49390.41,CARD,2026-08-24 01:52:00,SUCCESS
PAY00004380,O00038138,107833.35,NETBANKING,2026-08-16 09:49:00,SUCCESS
PAY00004381,O00030956,81914.28,CARD,2026-08-21 20:21:00,SUCCESS
PAY00004382,O00016063,108438.29,UPI,2026-08-01 12:40:00,SUCCESS
PAY00004383,O00007359,11031.76,NETBANKING,2026-08-18 17:16:00,SUCCESS
PAY00004384,O00014583,26265.01,CARD,2026-09-06 12:18:00,SUCCESS
PAY00004385,O00007218,53524.76,NETBANKING,2026-09-05 14:37:00,SUCCESS
PAY00004386,O00005112,60117.05,NETBANKING,2026-08-01 19:48:00,SUCCESS
PAY00004387,O00028764,42375.66,NETBANKING,2026-08-03 11:27:00,SUCCESS
PAY00004388,O00028802,50351.03,WALLET,2026-08-20 02:39:00,SUCCESS
PAY00004389,O00017877,91458.14,NETBANKING,2026-08-25 04:27:00,SUCCESS
PAY00004390,O00005613,58269.22,UPI,2026-08-05 22:05:00,SUCCESS
PAY00004391,O00044745,60101.82,CARD,2026-08-13 13:34:00,SUCCESS
PAY00004392,O00011475,3439.77,NETBANKING,2026-08-19 09:50:00,SUCCESS
PAY00004393,O00008359,61298.89,NETBANKING,2026-08-29 22:42:00,SUCCESS
PAY00004394,O00018790,94806.93,COD,2026-08-03 16:03:00,SUCCESS
PAY00004395,O00015105,108066.46,WALLET,2026-08-11 23:32:00,SUCCESS
PAY00004396,O00048416,5869.73,UPI,2026-09-06 23:12:00,SUCCESS
PAY00004397,O00036248,40582.88,NETBANKING,2026-08-09 14:31:00,SUCCESS
PAY00004398,O00044180,91164.62,UPI,2026-08-06 22:27:00,SUCCESS
PAY00004399,O00047995,21232.28,WALLET,2026-08-29 15:46:00,SUCCESS
PAY00004400,O00046938,118057.56,NETBANKING,2026-09-01 22:42:00,SUCCESS
PAY00004401,O00029868,41181.46,CARD,2026-08-06 05:59:00,SUCCESS
PAY00004402,O00041441,113822.25,NETBANKING,2026-08-16 09:31:00,SUCCESS
PAY00004403,O00044357,51851.78,COD,2026-08-23 04:30:00,SUCCESS
PAY00004404,O00033522,946.85,WALLET,2026-09-10 04:28:00,SUCCESS
PAY00004405,O00020189,95626.89,UPI,2026-09-10 12:28:00,SUCCESS
PAY00004406,O00035727,76883.11,COD,2026-08-31 12:28:00,SUCCESS
PAY00004407,O00022560,23857.5,NETBANKING,2026-08-11 14:08:00,SUCCESS
PAY00004408,O00029924,78700.39,CARD,2026-08-07 13:21:00,SUCCESS
PAY00004409,O00048674,101390.92,UPI,2026-08-23 10:10:00,SUCCESS
PAY00004410,O00019171,112901.83,CARD,2026-08-22 01:46:00,SUCCESS
PAY00004411,O00045521,119631.75,UPI,2026-09-07 21:09:00,SUCCESS
PAY00004412,O00021065,27756.31,NETBANKING,2026-09-07 05:47:00,SUCCESS
PAY00004413,O00045635,18880.13,CARD,2026-08-30 05:18:00,SUCCESS
PAY00004414,O00042126,67538.97,COD,2026-08-04 06:29:00,SUCCESS
PAY00004415,O00005776,60037.65,CARD,2026-08-27 10:50:00,SUCCESS
PAY00004416,O00005676,87442.58,COD,2026-08-23 20:18:00,SUCCESS
PAY00004417,O00037369,72744.44,UPI,2026-08-31 18:04:00,SUCCESS
PAY00004418,O00043314,77971.68,NETBANKING,2026-09-02 22:38:00,SUCCESS
PAY00004419,O00008916,29472.75,CARD,2026-09-07 10:41:00,SUCCESS
PAY00004420,O00037638,60739.56,NETBANKING,2026-08-21 18:09:00,SUCCESS
PAY00004421,O00024106,102424.95,UPI,2026-08-18 16:50:00,SUCCESS
PAY00004422,O00035530,107478.04,WALLET,2026-08-06 07:28:00,SUCCESS
PAY00004423,O00000763,113407.92,CARD,2026-09-01 00:22:00,SUCCESS
PAY00004424,O00019416,70048.31,CARD,2026-08-25 03:22:00,SUCCESS
PAY00004425,O00039265,27648.83,WALLET,2026-08-10 22:17:00,SUCCESS
PAY00004426,O00011492,118995.07,NETBANKING,2026-08-31 11:58:00,SUCCESS
PAY00004427,O00028995,34157.21,NETBANKING,2026-09-04 18:47:00,SUCCESS
PAY00004428,O00040256,38121.93,CARD,2026-08-26 21:11:00,SUCCESS
PAY00004429,O00015908,85062.94,WALLET,2026-08-28 01:11:00,SUCCESS
PAY00004430,O00046057,110693.63,NETBANKING,2026-08-16 19:38:00,SUCCESS
PAY00004431,O00041419,22600.21,UPI,2026-09-05 04:12:00,SUCCESS
PAY00004432,O00018607,43546.18,NETBANKING,2026-08-03 07:41:00,SUCCESS
PAY00004433,O00038569,45138.06,NETBANKING,2026-08-06 09:11:00,SUCCESS
PAY00004434,O00031125,77884.46,NETBANKING,2026-08-31 06:40:00,SUCCESS
PAY00004435,O00004290,79337.13,CARD,2026-09-05 03:14:00,SUCCESS
PAY00004436,O00031851,21258.26,COD,2026-08-29 15:44:00,SUCCESS
PAY00004437,O00039639,45337.26,NETBANKING,2026-08-15 19:22:00,SUCCESS
PAY00004438,O00048696,93823.5,UPI,2026-08-25 10:57:00,SUCCESS
PAY00004439,O00023872,33079.91,WALLET,2026-08-09 23:58:00,SUCCESS
PAY00004440,O00002673,14159.96,CARD,2026-09-10 17:01:00,SUCCESS
PAY00004441,O00017517,79164.69,CARD,2026-08-22 13:18:00,SUCCESS
PAY00004442,O00005701,116635.97,COD,2026-08-19 10:10:00,SUCCESS
PAY00004443,O00028181,107369.86,UPI,2026-08-13 10:17:00,SUCCESS
PAY00004444,O00019119,16243.71,CARD,2026-08-20 13:41:00,SUCCESS
PAY00004445,O00038106,36056.44,UPI,2026-08-09 02:13:00,SUCCESS
PAY00004446,O00033778,66519.01,CARD,2026-08-19 03:22:00,SUCCESS
PAY00004447,O00040350,113544.77,UPI,2026-08-05 07:48:00,SUCCESS
PAY00004448,O00003579,2314.33,WALLET,2026-08-31 13:54:00,SUCCESS
PAY00004449,O00014423,3523.51,NETBANKING,2026-08-03 17:40:00,SUCCESS
PAY00004450,O00042777,79914.3,CARD,2026-08-01 06:26:00,SUCCESS
PAY00004451,O00004800,110093.11,CARD,2026-09-05 09:49:00,SUCCESS
PAY00004452,O00015312,37159.22,CARD,2026-09-06 01:46:00,SUCCESS
PAY00004453,O00030052,17717.44,UPI,2026-09-11 07:33:00,SUCCESS
PAY00004454,O00021608,62036.68,UPI,2026-08-24 06:30:00,SUCCESS
PAY00004455,O00026479,82152.15,UPI,2026-09-09 16:15:00,SUCCESS
PAY00004456,O00032262,695.24,COD,2026-09-11 21:47:00,SUCCESS
PAY00004457,O00036824,18754.03,UPI,2026-08-13 23:05:00,SUCCESS
PAY00004458,O00035348,19398.03,CARD,2026-08-28 01:11:00,SUCCESS
PAY00004459,O00037780,45221.06,UPI,2026-08-04 06:09:00,SUCCESS
PAY00004460,O00043797,35850.8,CARD,2026-09-04 01:47:00,SUCCESS
PAY00004461,O00011224,27297.94,NETBANKING,2026-08-27 22:29:00,SUCCESS
PAY00004462,O00018985,111472.11,UPI,2026-08-10 12:33:00,SUCCESS
PAY00004463,O00043825,64096.04,UPI,2026-08-27 07:59:00,SUCCESS
PAY00004464,O00048824,71124.24,COD,2026-09-07 14:51:00,SUCCESS
PAY00004465,O00004191,38843.25,CARD,2026-08-14 23:15:00,SUCCESS
PAY00004466,O00046518,74987.68,WALLET,2026-09-04 11:20:00,SUCCESS
PAY00004467,O00009657,32567.94,UPI,2026-08-22 12:03:00,SUCCESS
PAY00004468,O00003405,27086.38,CARD,2026-08-20 05:08:00,SUCCESS
PAY00004469,O00003423,37649.33,COD,2026-09-04 05:08:00,SUCCESS
PAY00004470,O00018160,114997.94,WALLET,2026-08-29 00:15:00,SUCCESS
PAY00004471,O00045029,111816.48,NETBANKING,2026-08-18 08:32:00,SUCCESS
PAY00004472,O00035056,73987.84,CARD,2026-09-06 15:06:00,SUCCESS
PAY00004473,O00000272,14729.51,NETBANKING,2026-08-20 08:00:00,SUCCESS
PAY00004474,O00042677,59637.21,UPI,2026-08-27 22:11:00,SUCCESS
PAY00004475,O00036749,43204.41,COD,2026-08-12 04:34:00,SUCCESS
PAY00004476,O00021860,92545.85,WALLET,2026-08-10 09:49:00,SUCCESS
PAY00004477,O00011124,25911.55,WALLET,2026-08-02 02:08:00,SUCCESS
PAY00004478,O00010045,64179.2,CARD,2026-08-27 19:45:00,SUCCESS
PAY00004479,O00046784,71167.97,NETBANKING,2026-08-13 11:38:00,SUCCESS
PAY00004480,O00013474,53044.09,CARD,2026-08-14 07:11:00,SUCCESS
PAY00004481,O00031815,69157.91,UPI,2026-08-06 22:25:00,SUCCESS
PAY00004482,O00040433,119704.55,WALLET,2026-09-08 00:58:00,SUCCESS
PAY00004483,O00006355,44499.39,UPI,2026-08-30 08:48:00,SUCCESS
PAY00004484,O00006181,117033.26,CARD,2026-08-27 23:00:00,SUCCESS
PAY00004485,O00029059,101219.8,UPI,2026-08-21 00:38:00,SUCCESS
PAY00004486,O00002235,40567.87,NETBANKING,2026-08-16 23:04:00,SUCCESS
PAY00004487,O00038558,118443.55,WALLET,2026-08-26 19:53:00,SUCCESS
PAY00004488,O00009151,118796.35,WALLET,2026-08-17 00:12:00,SUCCESS
PAY00004489,O00027048,113759.46,COD,2026-08-08 06:42:00,SUCCESS
PAY00004490,O00012814,48521.62,COD,2026-08-01 06:15:00,SUCCESS
PAY00004491,O00046522,54969.33,UPI,2026-08-31 21:48:00,SUCCESS
PAY00004492,O00025355,48808.27,UPI,2026-08-19 17:14:00,SUCCESS
PAY00004493,O00021981,65809.85,CARD,2026-08-06 23:55:00,SUCCESS
PAY00004494,O00003158,81320.32,COD,2026-08-25 11:25:00,SUCCESS
PAY00004495,O00016615,19528.41,WALLET,2026-09-07 06:11:00,SUCCESS
PAY00004496,O00040022,29167.31,UPI,2026-08-15 19:03:00,SUCCESS
PAY00004497,O00013934,48075.96,CARD,2026-08-02 08:10:00,SUCCESS
PAY00004498,O00004569,29313.6,CARD,2026-08-24 23:14:00,SUCCESS
PAY00004499,O00010939,47270.72,COD,2026-08-01 02:54:00,SUCCESS
PAY00004500,O00011011,34058.96,COD,2026-08-18 11:46:00,SUCCESS
PAY00004501,O00027428,33557.11,COD,2026-08-20 21:19:00,SUCCESS
PAY00004502,O00007928,16526.22,NETBANKING,2026-09-08 12:44:00,SUCCESS
PAY00004503,O00019673,68846.21,NETBANKING,2026-09-04 09:58:00,SUCCESS
PAY00004504,O00013472,468.1,WALLET,2026-08-07 22:20:00,SUCCESS
PAY00004505,O00007429,71361.77,NETBANKING,2026-09-07 11:13:00,SUCCESS
PAY00004506,O00014266,66161.27,CARD,2026-08-12 01:22:00,SUCCESS
PAY00004507,O00048081,25398.01,COD,2026-08-15 19:57:00,SUCCESS
PAY00004508,O00024406,93771.96,CARD,2026-08-07 03:51:00,SUCCESS
PAY00004509,O00028407,49267.37,CARD,2026-08-02 03:07:00,SUCCESS
PAY00004510,O00005051,71241.81,WALLET,2026-09-06 05:10:00,SUCCESS
PAY00004511,O00028856,15982.7,NETBANKING,2026-09-04 05:42:00,SUCCESS
PAY00004512,O00024909,93071.91,UPI,2026-09-03 02:00:00,SUCCESS
PAY00004513,O00037841,23017.26,NETBANKING,2026-08-12 23:32:00,SUCCESS
PAY00004514,O00042780,109786.61,UPI,2026-08-13 04:22:00,SUCCESS
PAY00004515,O00018944,72512.24,COD,2026-08-22 02:00:00,SUCCESS
PAY00004516,O00034401,37720.65,UPI,2026-09-05 03:20:00,SUCCESS
PAY00004517,O00027603,21001.6,UPI,2026-08-24 10:18:00,SUCCESS
PAY00004518,O00032292,64327.08,COD,2026-08-05 10:04:00,SUCCESS
PAY00004519,O00038085,8262.77,WALLET,2026-09-10 02:22:00,SUCCESS
PAY00004520,O00006567,36858.91,WALLET,2026-08-05 23:06:00,SUCCESS
PAY00004521,O00041917,119573.61,UPI,2026-08-04 23:01:00,SUCCESS
PAY00004522,O00038148,96956.5,CARD,2026-09-11 16:53:00,SUCCESS
PAY00004523,O00036456,23789.06,WALLET,2026-08-12 02:09:00,SUCCESS
PAY00004524,O00002461,16464.8,UPI,2026-08-11 08:25:00,SUCCESS
PAY00004525,O00015943,46027.6,NETBANKING,2026-08-26 02:11:00,SUCCESS
PAY00004526,O00022871,16586.76,NETBANKING,2026-08-03 13:27:00,SUCCESS
PAY00004527,O00005167,111026.51,CARD,2026-08-05 06:30:00,SUCCESS
PAY00004528,O00030220,26414.36,COD,2026-08-02 19:59:00,SUCCESS
PAY00004529,O00018152,56106.87,WALLET,2026-08-12 22:47:00,SUCCESS
PAY00004530,O00000366,43337.57,WALLET,2026-08-13 13:50:00,SUCCESS
PAY00004531,O00038363,55087.26,WALLET,2026-08-28 02:23:00,SUCCESS
PAY00004532,O00048642,52172.92,WALLET,2026-09-01 13:06:00,SUCCESS
PAY00004533,O00014389,84356.73,COD,2026-09-10 08:36:00,SUCCESS
PAY00004534,O00007748,41905.72,CARD,2026-09-01 09:07:00,SUCCESS
PAY00004535,O00037691,116234.65,CARD,2026-08-23 15:55:00,SUCCESS
PAY00004536,O00014553,47927.05,WALLET,2026-08-06 09:26:00,SUCCESS
PAY00004537,O00012891,86877.93,NETBANKING,2026-08-21 23:06:00,SUCCESS
PAY00004538,O00012115,94519.48,COD,2026-09-10 21:41:00,SUCCESS
PAY00004539,O00007414,54389.11,CARD,2026-08-30 03:41:00,SUCCESS
PAY00004540,O00003942,35750.18,CARD,2026-08-26 04:56:00,SUCCESS
PAY00004541,O00018387,113317.61,UPI,2026-08-12 14:02:00,SUCCESS
PAY00004542,O00008035,86468.98,CARD,2026-08-19 18:09:00,SUCCESS
PAY00004543,O00044440,33424.21,NETBANKING,2026-09-01 05:08:00,SUCCESS
PAY00004544,O00024382,96582.69,WALLET,2026-08-07 08:31:00,SUCCESS
PAY00004545,O00029262,7481.77,NETBANKING,2026-08-24 14:41:00,SUCCESS
PAY00004546,O00008629,37296.58,CARD,2026-08-10 17:09:00,SUCCESS
PAY00004547,O00012697,12104.04,NETBANKING,2026-08-27 21:23:00,SUCCESS
PAY00004548,O00004142,13276.91,UPI,2026-09-08 21:10:00,SUCCESS
PAY00004549,O00005706,81977.96,COD,2026-08-27 16:00:00,SUCCESS
PAY00004550,O00013984,103024.36,NETBANKING,2026-09-09 03:15:00,SUCCESS
PAY00004551,O00015093,48236.31,NETBANKING,2026-09-05 02:58:00,SUCCESS
PAY00004552,O00024813,55035.49,COD,2026-08-23 08:29:00,SUCCESS
PAY00004553,O00031899,88711.76,WALLET,2026-09-03 02:49:00,SUCCESS
PAY00004554,O00035899,6004.47,WALLET,2026-08-05 15:00:00,SUCCESS
PAY00004555,O00020524,87062.82,COD,2026-08-06 21:55:00,SUCCESS
PAY00004556,O00035573,105319.28,CARD,2026-09-07 23:43:00,SUCCESS
PAY00004557,O00018221,53172.61,WALLET,2026-09-11 02:13:00,SUCCESS
PAY00004558,O00020380,80060.74,COD,2026-08-21 00:52:00,SUCCESS
PAY00004559,O00021759,100339.19,UPI,2026-08-09 21:00:00,SUCCESS
PAY00004560,O00021055,69160.37,WALLET,2026-09-06 00:35:00,SUCCESS
PAY00004561,O00003893,40741.85,COD,2026-08-31 12:28:00,SUCCESS
PAY00004562,O00027186,98405.62,COD,2026-08-06 20:52:00,SUCCESS
PAY00004563,O00004929,48641.35,WALLET,2026-08-04 13:40:00,SUCCESS
PAY00004564,O00011741,8334.79,UPI,2026-08-27 11:06:00,SUCCESS
PAY00004565,O00000816,32318.98,UPI,2026-08-15 07:37:00,SUCCESS
PAY00004566,O00043264,57154.44,WALLET,2026-08-16 16:07:00,SUCCESS
PAY00004567,O00040021,38177.78,UPI,2026-08-22 15:02:00,SUCCESS
PAY00004568,O00020653,73992.68,COD,2026-08-18 08:07:00,SUCCESS
PAY00004569,O00003559,107725.49,CARD,2026-09-03 13:20:00,SUCCESS
PAY00004570,O00032367,10929.19,UPI,2026-08-02 01:13:00,SUCCESS
PAY00004571,O00010896,1410.32,NETBANKING,2026-08-11 09:22:00,SUCCESS
PAY00004572,O00027952,44003.46,WALLET,2026-08-07 17:08:00,SUCCESS
PAY00004573,O00016232,58617.51,COD,2026-09-10 00:38:00,SUCCESS
PAY00004574,O00043982,49708.99,CARD,2026-08-11 19:28:00,SUCCESS
PAY00004575,O00040518,14317.45,COD,2026-08-29 02:23:00,SUCCESS
PAY00004576,O00001117,44757.87,COD,2026-09-01 16:10:00,SUCCESS
PAY00004577,O00005771,69948.79,WALLET,2026-08-24 03:16:00,SUCCESS
PAY00004578,O00008859,63749.55,NETBANKING,2026-08-24 02:52:00,SUCCESS
PAY00004579,O00024894,31918.22,WALLET,2026-08-31 07:32:00,SUCCESS
PAY00004580,O00043539,50836.57,UPI,2026-08-01 17:27:00,SUCCESS
PAY00004581,O00030214,55408.23,NETBANKING,2026-08-03 10:47:00,SUCCESS
PAY00004582,O00037020,93145.66,UPI,2026-09-03 11:49:00,SUCCESS
PAY00004583,O00031715,20026.77,COD,2026-08-27 16:50:00,SUCCESS
PAY00004584,O00043224,96317.98,NETBANKING,2026-09-08 20:31:00,SUCCESS
PAY00004585,O00008502,20466.02,WALLET,2026-08-12 06:50:00,SUCCESS
PAY00004586,O00012174,21731.39,CARD,2026-08-19 21:15:00,SUCCESS
PAY00004587,O00004700,100459.01,UPI,2026-08-20 01:48:00,SUCCESS
PAY00004588,O00020049,75699.99,WALLET,2026-09-09 02:26:00,SUCCESS
PAY00004589,O00023261,66142.06,UPI,2026-09-03 16:02:00,SUCCESS
PAY00004590,O00001928,24391.84,NETBANKING,2026-08-01 14:15:00,SUCCESS
PAY00004591,O00035315,29884.3,NETBANKING,2026-08-26 06:41:00,SUCCESS
PAY00004592,O00036066,92775.11,WALLET,2026-08-25 04:15:00,SUCCESS
PAY00004593,O00039480,69013.16,CARD,2026-08-11 06:31:00,SUCCESS
PAY00004594,O00027573,26883.28,COD,2026-08-16 06:25:00,SUCCESS
PAY00004595,O00035672,82313.52,UPI,2026-09-02 02:42:00,SUCCESS
PAY00004596,O00007057,7704.74,WALLET,2026-08-07 17:03:00,SUCCESS
PAY00004597,O00028973,5148.23,COD,2026-08-24 17:19:00,SUCCESS
PAY00004598,O00032740,112505.21,UPI,2026-08-18 22:48:00,SUCCESS
PAY00004599,O00043966,94198.95,UPI,2026-08-02 15:45:00,SUCCESS
PAY00004600,O00045636,90146.14,WALLET,2026-08-07 12:56:00,SUCCESS
PAY00004601,O00000605,72865.5,COD,2026-08-23 02:02:00,SUCCESS
PAY00004602,O00030841,52970.61,NETBANKING,2026-08-28 05:47:00,SUCCESS
PAY00004603,O00007183,117879.43,COD,2026-08-14 11:29:00,SUCCESS
PAY00004604,O00012161,72825.22,UPI,2026-08-07 05:39:00,SUCCESS
PAY00004605,O00045279,29607.81,CARD,2026-09-07 20:07:00,SUCCESS
PAY00004606,O00041783,62434.44,NETBANKING,2026-08-20 10:18:00,SUCCESS
PAY00004607,O00017272,75138.35,NETBANKING,2026-08-10 15:32:00,SUCCESS
PAY00004608,O00014381,107098.83,UPI,2026-08-29 11:23:00,SUCCESS
PAY00004609,O00047273,88162.94,CARD,2026-08-05 01:42:00,SUCCESS
PAY00004610,O00026839,88899.69,CARD,2026-08-28 09:41:00,SUCCESS
PAY00004611,O00017533,28776.74,UPI,2026-08-27 00:10:00,SUCCESS
PAY00004612,O00037333,38952.34,COD,2026-08-17 21:57:00,SUCCESS
PAY00004613,O00021995,40902.48,NETBANKING,2026-09-04 23:51:00,SUCCESS
PAY00004614,O00048203,34340.95,COD,2026-08-06 02:32:00,SUCCESS
PAY00004615,O00038873,19958.46,NETBANKING,2026-08-06 15:55:00,SUCCESS
PAY00004616,O00044768,23303.47,NETBANKING,2026-08-12 23:39:00,SUCCESS
PAY00004617,O00009381,86523.61,CARD,2026-08-02 03:55:00,SUCCESS
PAY00004618,O00049857,78550.95,CARD,2026-08-11 20:19:00,SUCCESS
PAY00004619,O00029243,23886.97,WALLET,2026-09-08 03:41:00,SUCCESS
PAY00004620,O00029531,64677.57,UPI,2026-08-06 16:10:00,SUCCESS
PAY00004621,O00028826,78085.78,CARD,2026-08-09 23:26:00,SUCCESS
PAY00004622,O00012742,112968.38,COD,2026-08-03 16:16:00,SUCCESS
PAY00004623,O00044498,88360.97,NETBANKING,2026-09-11 19:11:00,SUCCESS
PAY00004624,O00003459,13998.79,CARD,2026-09-05 20:11:00,SUCCESS
PAY00004625,O00036985,110509.5,UPI,2026-09-11 18:45:00,SUCCESS
PAY00004626,O00024840,21648.54,UPI,2026-08-25 20:52:00,SUCCESS
PAY00004627,O00000643,43547.87,WALLET,2026-08-02 21:10:00,SUCCESS
PAY00004628,O00045175,70687.09,NETBANKING,2026-08-11 04:46:00,SUCCESS
PAY00004629,O00036427,16066.07,UPI,2026-08-07 08:57:00,SUCCESS
PAY00004630,O00010703,17976.69,UPI,2026-08-04 11:57:00,SUCCESS
PAY00004631,O00046349,72929.62,NETBANKING,2026-08-06 05:18:00,SUCCESS
PAY00004632,O00046553,67154.59,UPI,2026-08-19 15:54:00,SUCCESS
PAY00004633,O00019623,98278.32,COD,2026-08-27 13:58:00,SUCCESS
PAY00004634,O00004325,10767.87,COD,2026-08-22 04:37:00,SUCCESS
PAY00004635,O00012515,16110.09,UPI,2026-09-06 04:53:00,SUCCESS
PAY00004636,O00012114,103756.56,CARD,2026-09-05 12:36:00,SUCCESS
PAY00004637,O00002469,4455.38,CARD,2026-08-11 22:57:00,SUCCESS
PAY00004638,O00030695,107868.11,NETBANKING,2026-08-27 20:39:00,SUCCESS
PAY00004639,O00003120,117017.28,WALLET,2026-08-11 05:15:00,SUCCESS
PAY00004640,O00022072,99149.91,CARD,2026-08-09 20:34:00,SUCCESS
PAY00004641,O00002876,29282.69,CARD,2026-08-10 07:42:00,SUCCESS
PAY00004642,O00004227,77704.3,CARD,2026-09-05 03:22:00,SUCCESS
PAY00004643,O00007378,19152.17,CARD,2026-09-08 19:27:00,SUCCESS
PAY00004644,O00024948,4608.32,NETBANKING,2026-08-09 20:46:00,SUCCESS
PAY00004645,O00042217,18509.51,COD,2026-08-11 05:14:00,SUCCESS
PAY00004646,O00048981,30397.68,WALLET,2026-08-09 13:00:00,SUCCESS
PAY00004647,O00029255,81914.46,COD,2026-08-09 21:15:00,SUCCESS
PAY00004648,O00038090,16675.79,CARD,2026-08-31 01:46:00,SUCCESS
PAY00004649,O00027452,50992.11,CARD,2026-08-16 16:03:00,SUCCESS
PAY00004650,O00032956,83517.83,WALLET,2026-08-04 02:45:00,SUCCESS
PAY00004651,O00012301,19652.56,COD,2026-08-20 19:25:00,SUCCESS
PAY00004652,O00005081,65834.68,UPI,2026-08-06 17:16:00,SUCCESS
PAY00004653,O00002897,73055.21,UPI,2026-09-08 04:33:00,SUCCESS
PAY00004654,O00044116,55271.59,NETBANKING,2026-09-02 19:08:00,SUCCESS
PAY00004655,O00046190,74014.03,UPI,2026-08-24 13:50:00,SUCCESS
