order_id,customer_id,product_id,quantity,order_date,updated_at,order_status
O00013513,103204.0,P00803,3,2026-08-05,2026-08-05 13:24:00,CONFIRMED
O00013514,103200.0,P00597,3,2026-08-24,2026-08-24 10:16:00,PLACED
O00013515,105562.0,P00185,5,2026-09-01,2026-09-01 00:56:00,DELIVERED
O00013516,104424.0,P00739,4,2026-08-14,2026-08-14 00:05:00,CANCELLED
O00013517,104631.0,P00653,2,2026-08-11,2026-08-11 02:09:00,CONFIRMED
O00013518,101112.0,P00720,4,2026-08-02,2026-08-02 18:15:00,CONFIRMED
O00013519,100392.0,P00139,2,2026-09-04,2026-09-04 22:35:00,CONFIRMED
O00013520,109258.0,P00129,2,2026-09-01,2026-09-01 16:25:00,CANCELLED
O00013521,100596.0,P00964,1,2026-08-11,2026-08-11 07:42:00,CONFIRMED
O00013522,100130.0,P00820,2,2026-08-07,2026-08-07 19:05:00,DELIVERED
O00013523,102050.0,P00068,3,2026-09-11,2026-09-11 11:18:00,DELIVERED
O00013524,106273.0,P00672,3,2026-09-01,2026-09-01 13:06:00,DELIVERED
O00013525,104054.0,P00637,2,2026-08-10,2026-08-10 19:21:00,CANCELLED
O00013526,106155.0,P00920,3,2026-09-11,2026-09-11 08:11:00,PLACED
O00013527,107872.0,P00701,5,2026-08-03,2026-08-03 16:33:00,PLACED
O00013528,100058.0,P00481,3,2026-08-29,2026-08-29 09:11:00,CONFIRMED
O00013529,104077.0,P00928,4,2026-08-21,2026-08-21 12:46:00,CONFIRMED
O00013530,103165.0,P00966,1,2026-09-03,2026-09-03 21:00:00,PLACED
O00013531,101494.0,P00225,1,2026-08-27,2026-08-27 05:52:00,CANCELLED
O00013532,106795.0,P00401,2,2026-09-08,2026-09-08 20:50:00,CONFIRMED
O00013533,103804.0,P00686,3,2026-09-07,2026-09-07 00:26:00,DELIVERED
O00013534,103909.0,P00412,2,2026-08-01,2026-08-01 03:42:00,SHIPPED
O00013535,107806.0,P00801,4,2026-08-11,2026-08-11 15:42:00,SHIPPED
O00013536,109753.0,P00204,5,2026-08-12,2026-08-12 13:17:00,PLACED
O00013537,103682.0,P00133,5,2026-09-11,2026-09-11 14:04:00,DELIVERED
O00013538,103765.0,P00348,4,2026-08-22,2026-08-22 22:15:00,CONFIRMED
O00013539,106129.0,P00780,1,2026-08-25,2026-08-25 03:03:00,CANCELLED
O00013540,100770.0,P00389,5,2026-08-20,2026-08-20 22:16:00,SHIPPED
O00013541,101445.0,P00039,5,2026-08-20,2026-08-20 06:22:00,DELIVERED
O00013542,108827.0,P00981,3,2026-09-05,2026-09-05 07:42:00,CANCELLED
O00013543,109902.0,P00628,1,2026-08-24,2026-08-24 03:10:00,DELIVERED
O00013544,101460.0,P00343,5,2026-08-23,2026-08-23 01:02:00,SHIPPED
O00013545,109052.0,P00537,4,2026-09-05,2026-09-05 19:10:00,DELIVERED
O00013546,106155.0,P00177,3,2026-08-04,2026-08-04 19:21:00,CANCELLED
O00013547,104731.0,P00758,5,2026-09-03,2026-09-03 06:41:00,CANCELLED
O00013548,106778.0,P00221,4,2026-08-24,2026-08-24 12:26:00,CONFIRMED
O00013549,100784.0,P00741,3,2026-08-19,2026-08-19 07:34:00,CANCELLED
O00013550,103142.0,P00458,4,2026-08-03,2026-08-03 20:57:00,DELIVERED
O00013551,100444.0,P00861,4,2026-08-24,2026-08-24 20:59:00,CANCELLED
O00013552,103999.0,P00261,5,2026-08-15,2026-08-15 21:19:00,CONFIRMED
O00013553,104595.0,P00766,5,2026-09-03,2026-09-03 23:13:00,CONFIRMED
O00013554,101735.0,P00174,3,2026-08-01,2026-08-01 07:28:00,CANCELLED
O00013555,104817.0,P00744,2,2026-08-19,2026-08-19 22:22:00,PLACED
O00013556,104564.0,P00191,1,2026-08-14,2026-08-14 15:49:00,CONFIRMED
O00013557,108391.0,P00083,1,2026-09-11,2026-09-11 17:08:00,CANCELLED
O00013558,104998.0,P00243,5,2026-09-05,2026-09-05 20:48:00,CONFIRMED
O00013559,101500.0,P00789,2,2026-08-12,2026-08-12 22:43:00,CONFIRMED
O00013560,101522.0,P00590,1,2026-08-06,2026-08-06 07:41:00,PLACED
O00013561,103058.0,P00711,4,2026-09-10,2026-09-10 14:23:00,CANCELLED
O00013562,108668.0,P00554,3,2026-09-09,2026-09-09 12:09:00,DELIVERED
O00013563,105546.0,P00950,5,2026-09-02,2026-09-02 21:07:00,CANCELLED
O00013564,109936.0,P00258,2,2026-08-26,2026-08-26 17:22:00,PLACED
O00013565,102611.0,P00431,1,2026-09-01,2026-09-01 22:40:00,CANCELLED
O00013566,105242.0,P00624,1,2026-08-11,2026-08-11 03:13:00,CONFIRMED
O00013567,102659.0,P00705,2,2026-09-06,2026-09-06 23:47:00,PLACED
O00013568,108268.0,P00295,4,2026-08-01,2026-08-01 14:54:00,DELIVERED
O00013569,106226.0,P00725,1,2026-09-08,2026-09-08 20:21:00,DELIVERED
O00013570,103543.0,P00986,2,2026-08-06,2026-08-06 17:10:00,DELIVERED
O00013571,102132.0,P00671,4,2026-08-14,2026-08-14 17:35:00,CANCELLED
O00013572,104486.0,P00086,2,2026-08-31,2026-08-31 23:51:00,CANCELLED
O00013573,103763.0,P00846,1,2026-09-11,2026-09-11 21:28:00,DELIVERED
O00013574,107292.0,P00334,4,2026-09-01,2026-09-01 00:24:00,PLACED
O00013575,100597.0,P00291,5,2026-08-20,2026-08-20 18:43:00,SHIPPED
O00013576,102189.0,P00117,1,2026-09-04,2026-09-04 09:23:00,CONFIRMED
O00013577,103363.0,P00987,3,2026-09-09,2026-09-09 09:17:00,SHIPPED
O00013578,102622.0,P00723,1,2026-08-02,2026-08-02 01:27:00,DELIVERED
O00013579,101487.0,P00609,1,2026-08-18,2026-08-18 17:33:00,CANCELLED
O00013580,106500.0,P00791,1,2026-08-25,2026-08-25 00:31:00,SHIPPED
O00013581,105838.0,P00064,1,2026-09-11,2026-09-11 11:26:00,DELIVERED
O00013582,105683.0,P00754,4,2026-08-16,2026-08-16 17:58:00,CONFIRMED
O00013583,106733.0,P00780,5,2026-08-05,2026-08-05 19:40:00,SHIPPED
O00013584,109032.0,P00106,3,2026-08-30,2026-08-30 22:01:00,SHIPPED
O00013585,102223.0,P00683,2,2026-08-03,2026-08-03 16:56:00,DELIVERED
O00013586,105945.0,P00788,2,2026-09-04,2026-09-04 07:32:00,DELIVERED
O00013587,103239.0,P00165,3,2026-08-14,2026-08-14 22:23:00,DELIVERED
O00013588,109270.0,P00592,2,2026-08-22,2026-08-22 17:49:00,PLACED
O00013589,100530.0,P00608,1,2026-08-29,2026-08-29 06:59:00,PLACED
O00013590,103678.0,P00849,3,2026-09-09,2026-09-09 23:04:00,DELIVERED
O00013591,100182.0,P00053,2,2026-09-04,2026-09-04 21:55:00,DELIVERED
O00013592,105577.0,P00281,2,2026-09-09,2026-09-09 02:23:00,DELIVERED
O00013593,108048.0,P00406,1,2026-08-04,2026-08-04 05:27:00,SHIPPED
O00013594,101055.0,P00600,2,2026-08-06,2026-08-06 17:42:00,CONFIRMED
O00013595,104469.0,P00237,3,2026-08-06,2026-08-06 21:03:00,DELIVERED
O00013596,101442.0,P00995,2,2026-08-18,2026-08-18 12:20:00,PLACED
O00013597,101513.0,P00183,5,2026-08-27,2026-08-27 06:32:00,CANCELLED
O00013598,104602.0,P00833,5,2026-08-27,2026-08-27 02:49:00,CANCELLED
O00013599,104979.0,P00565,5,2026-08-01,2026-08-01 18:09:00,CANCELLED
O00013600,108077.0,P00818,3,2026-08-22,2026-08-22 08:22:00,CANCELLED
O00013601,104380.0,P00472,2,2026-09-07,2026-09-07 17:39:00,CANCELLED
O00013602,103000.0,P00366,3,2026-09-02,2026-09-02 01:42:00,SHIPPED
O00013603,106837.0,P00637,5,2026-08-18,2026-08-18 00:34:00,PLACED
O00013604,107192.0,P00879,3,2026-09-08,2026-09-08 15:50:00,SHIPPED
O00013605,107886.0,P00778,4,2026-08-21,2026-08-21 12:48:00,CANCELLED
O00013606,104386.0,P00583,1,2026-08-17,2026-08-17 04:01:00,CANCELLED
O00013607,109416.0,P00298,3,2026-08-01,2026-08-01 19:23:00,SHIPPED
O00013608,107078.0,P00382,3,2026-08-20,2026-08-20 01:23:00,SHIPPED
O00013609,101833.0,P00849,4,2026-08-05,2026-08-05 19:31:00,PLACED
O00013610,102025.0,P00199,1,2026-09-04,2026-09-04 04:14:00,PLACED
O00013611,102042.0,P00756,3,2026-09-01,2026-09-01 17:55:00,CONFIRMED
O00013612,108903.0,P00834,4,2026-09-01,2026-09-01 14:42:00,PLACED
O00013613,108692.0,P00668,3,2026-08-11,2026-08-11 04:24:00,SHIPPED
O00013614,107724.0,P00942,2,2026-08-04,2026-08-04 04:31:00,CONFIRMED
O00013615,101024.0,P00719,2,2026-08-18,2026-08-18 16:44:00,DELIVERED
O00013616,101201.0,P00959,5,2026-08-10,2026-08-10 03:35:00,CANCELLED
O00013617,100450.0,P00668,4,2026-09-07,2026-09-07 05:19:00,DELIVERED
O00013618,103472.0,P00568,4,2026-09-04,2026-09-04 13:20:00,CONFIRMED
O00013619,108766.0,P00682,5,2026-08-27,2026-08-27 09:20:00,SHIPPED
O00013620,107002.0,P00486,1,2026-08-18,2026-08-18 19:50:00,DELIVERED
O00013621,100337.0,P00416,3,2026-08-02,2026-08-02 16:39:00,DELIVERED
O00013622,102339.0,P00131,1,2026-08-10,2026-08-10 09:42:00,CONFIRMED
O00013623,105441.0,P00029,5,2026-08-08,2026-08-08 22:20:00,PLACED
O00013624,100008.0,P00463,3,2026-08-11,2026-08-11 06:48:00,PLACED
O00013625,101843.0,P00847,4,2026-08-17,2026-08-17 22:38:00,CANCELLED
O00013626,100842.0,P00258,1,2026-08-19,2026-08-19 04:27:00,CANCELLED
O00013627,107592.0,P00367,2,2026-09-09,2026-09-09 23:39:00,CONFIRMED
O00013628,109102.0,P00929,5,2026-08-27,2026-08-27 11:36:00,DELIVERED
O00013629,102666.0,P00169,3,2026-08-20,2026-08-20 22:15:00,CANCELLED
O00013630,107450.0,P00843,5,2026-08-04,2026-08-04 02:57:00,CONFIRMED
O00013631,104906.0,P00477,1,2026-08-25,2026-08-25 07:21:00,SHIPPED
O00013632,106676.0,P00244,5,2026-08-04,2026-08-04 16:03:00,CONFIRMED
O00013633,108712.0,P00191,4,2026-09-02,2026-09-02 05:15:00,DELIVERED
O00013634,101292.0,P00827,2,2026-08-18,2026-08-18 12:10:00,CANCELLED
O00013635,105038.0,P00839,3,2026-09-07,2026-09-07 20:36:00,SHIPPED
O00013636,109122.0,P00269,5,2026-08-04,2026-08-04 15:47:00,PLACED
O00013637,106638.0,P00372,5,2026-08-09,2026-08-09 23:57:00,PLACED
O00013638,102089.0,P00100,3,2026-08-31,2026-08-31 13:05:00,CONFIRMED
O00013639,102608.0,P00925,5,2026-08-04,2026-08-04 00:50:00,CONFIRMED
O00013640,106336.0,P00650,5,2026-08-03,2026-08-03 12:40:00,DELIVERED
O00013641,103842.0,P00520,1,2026-08-11,2026-08-11 22:56:00,CONFIRMED
O00013642,108795.0,P00317,2,2026-08-29,2026-08-29 14:22:00,PLACED
O00013643,102819.0,P00814,3,2026-09-10,2026-09-10 16:33:00,PLACED
O00013644,106979.0,P00847,5,2026-08-18,2026-08-18 03:14:00,CANCELLED
O00013645,100469.0,P00675,3,2026-09-02,2026-09-02 14:37:00,SHIPPED
O00013646,103116.0,P00507,2,2026-08-20,2026-08-20 13:18:00,CANCELLED
O00013647,104639.0,P00506,3,2026-08-06,2026-08-06 12:31:00,CONFIRMED
O00013648,106054.0,P00731,3,2026-09-01,2026-09-01 12:34:00,PLACED
O00013649,101588.0,P00158,3,2026-08-20,2026-08-20 12:45:00,SHIPPED
O00013650,100119.0,P00519,4,2026-08-26,2026-08-26 11:32:00,CANCELLED
O00013651,101804.0,P00195,3,2026-08-10,2026-08-10 03:25:00,CONFIRMED
O00013652,105764.0,P00628,1,2026-08-25,2026-08-25 09:09:00,SHIPPED
O00013653,109511.0,P00487,3,2026-08-19,2026-08-19 06:12:00,CANCELLED
O00013654,108190.0,P00452,1,2026-08-02,2026-08-02 17:45:00,PLACED
O00013655,108207.0,P00280,2,2026-08-26,2026-08-26 19:04:00,SHIPPED
O00013656,109395.0,P00683,2,2026-08-22,2026-08-22 02:31:00,CANCELLED
O00013657,107277.0,P00736,2,2026-08-27,2026-08-27 17:31:00,CANCELLED
O00013658,108579.0,P00977,3,2026-08-05,2026-08-05 17:53:00,SHIPPED
O00013659,106297.0,P00389,2,2026-08-13,2026-08-13 14:58:00,DELIVERED
O00013660,108337.0,P00400,3,2026-08-30,2026-08-30 04:52:00,PLACED
O00013661,102408.0,P00166,2,2026-09-10,2026-09-10 18:13:00,SHIPPED
O00013662,106917.0,P00830,5,2026-09-09,2026-09-09 04:56:00,PLACED
O00013663,104196.0,P00817,1,2026-08-14,2026-08-14 04:10:00,PLACED
O00013664,108343.0,P00702,2,2026-09-05,2026-09-05 21:42:00,CONFIRMED
O00013665,106370.0,P00346,4,2026-08-19,2026-08-19 10:09:00,CONFIRMED
O00013666,108676.0,P00570,4,2026-09-03,2026-09-03 09:02:00,DELIVERED
O00013667,109933.0,P00303,4,2026-08-19,2026-08-19 15:19:00,SHIPPED
O00013668,103441.0,P00063,1,2026-09-08,2026-09-08 11:36:00,DELIVERED
O00013669,105519.0,P00574,5,2026-09-08,2026-09-08 16:53:00,DELIVERED
O00013670,101886.0,P00112,1,2026-08-08,2026-08-08 06:33:00,CANCELLED
O00013671,109848.0,P00709,2,2026-08-19,2026-08-19 08:58:00,CONFIRMED
O00013672,105217.0,P00940,1,2026-08-15,2026-08-15 13:20:00,CANCELLED
O00013673,104120.0,P00121,2,2026-08-08,2026-08-08 11:15:00,PLACED
O00013674,102796.0,P00339,1,2026-08-07,2026-08-07 12:28:00,DELIVERED
O00013675,103223.0,P00075,5,2026-08-15,2026-08-15 20:36:00,CONFIRMED
O00013676,101562.0,P00766,3,2026-08-28,2026-08-28 10:57:00,DELIVERED
O00013677,108657.0,P00512,1,2026-08-10,2026-08-10 06:55:00,DELIVERED
O00013678,107114.0,P00582,2,2026-08-01,2026-08-01 06:13:00,CONFIRMED
O00013679,109404.0,P00764,3,2026-08-18,2026-08-18 22:56:00,DELIVERED
O00013680,106265.0,P00375,1,2026-08-10,2026-08-10 17:56:00,PLACED
O00013681,105613.0,P00044,3,2026-09-11,2026-09-11 16:34:00,CONFIRMED
O00013682,102791.0,P00371,3,2026-08-24,2026-08-24 08:23:00,CONFIRMED
O00013683,102737.0,P00576,1,2026-08-26,2026-08-26 05:58:00,CANCELLED
O00013684,101359.0,P00266,1,2026-08-14,2026-08-14 14:23:00,PLACED
O00013685,108046.0,P00167,3,2026-08-21,2026-08-21 23:33:00,SHIPPED
O00013686,107650.0,P00954,3,2026-08-12,2026-08-12 18:02:00,CONFIRMED
O00013687,108469.0,P00749,5,2026-08-15,2026-08-15 23:46:00,CONFIRMED
O00013688,106269.0,P00177,2,2026-08-26,2026-08-26 10:41:00,PLACED
O00013689,102506.0,P00766,1,2026-09-07,2026-09-07 06:37:00,PLACED
O00013690,100880.0,P00652,3,2026-08-22,2026-08-22 23:46:00,PLACED
O00013691,105562.0,P00023,4,2026-08-09,2026-08-09 22:05:00,CANCELLED
O00013692,109192.0,P00914,2,2026-08-19,2026-08-19 23:36:00,PLACED
O00013693,106104.0,P00122,2,2026-08-20,2026-08-20 18:47:00,CANCELLED
O00013694,102906.0,P00938,2,2026-08-17,2026-08-17 22:46:00,DELIVERED
O00013695,101821.0,P00594,5,2026-08-27,2026-08-27 18:43:00,DELIVERED
O00013696,100163.0,P00340,5,2026-08-11,2026-08-11 13:16:00,CONFIRMED
O00013697,105408.0,P00321,1,2026-09-02,2026-09-02 05:26:00,CANCELLED
O00013698,108595.0,P00148,4,2026-08-16,2026-08-16 08:33:00,PLACED
O00013699,108104.0,P00057,4,2026-09-02,2026-09-02 09:25:00,CONFIRMED
O00013700,109896.0,P00799,4,2026-08-29,2026-08-29 04:52:00,SHIPPED
O00013701,101230.0,P00180,1,2026-09-11,2026-09-11 09:03:00,DELIVERED
O00013702,106513.0,P00019,4,2026-08-05,2026-08-05 00:54:00,SHIPPED
O00013703,108595.0,P00524,3,2026-08-22,2026-08-22 17:37:00,PLACED
O00013704,104487.0,P00160,2,2026-08-25,2026-08-25 18:53:00,PLACED
O00013705,104164.0,P00066,1,2026-09-04,2026-09-04 02:14:00,SHIPPED
O00013706,108695.0,P00541,1,2026-09-08,2026-09-08 15:01:00,CONFIRMED
O00013707,106730.0,P00190,3,2026-08-14,2026-08-14 20:58:00,SHIPPED
O00013708,107112.0,P00070,1,2026-08-09,2026-08-09 14:54:00,DELIVERED
O00013709,100482.0,P00872,5,2026-09-11,2026-09-11 10:55:00,DELIVERED
O00013710,100034.0,P00575,5,2026-08-09,2026-08-09 16:03:00,CONFIRMED
O00013711,103181.0,P00937,3,2026-09-07,2026-09-07 23:39:00,SHIPPED
O00013712,103056.0,P00615,5,2026-08-31,2026-08-31 23:55:00,CANCELLED
O00013713,105435.0,P00204,4,2026-08-10,2026-08-10 06:12:00,SHIPPED
O00013714,106776.0,P00090,1,2026-08-16,2026-08-16 16:53:00,CONFIRMED
O00013715,106713.0,P00773,3,2026-08-11,2026-08-11 05:20:00,CANCELLED
O00013716,104541.0,P00222,4,2026-08-14,2026-08-14 12:33:00,PLACED
O00013717,106432.0,P00671,1,2026-08-28,2026-08-28 09:02:00,CONFIRMED
O00013718,105727.0,P00118,1,2026-09-06,2026-09-06 08:49:00,SHIPPED
O00013719,107917.0,P00817,3,2026-08-22,2026-08-22 03:29:00,DELIVERED
O00013720,105766.0,P00114,3,2026-08-22,2026-08-22 04:51:00,DELIVERED
O00013721,101062.0,P00538,2,2026-08-24,2026-08-24 20:27:00,CONFIRMED
O00013722,101662.0,P00009,4,2026-08-11,2026-08-11 21:34:00,CONFIRMED
O00013723,103079.0,P00741,2,2026-08-13,2026-08-13 13:31:00,CONFIRMED
O00013724,102898.0,P00768,2,2026-09-08,2026-09-08 02:08:00,SHIPPED
O00013725,101945.0,P00772,5,2026-08-25,2026-08-25 05:30:00,PLACED
O00013726,107722.0,P00101,4,2026-08-07,2026-08-07 00:03:00,CANCELLED
O00013727,107903.0,P00630,3,2026-08-06,2026-08-06 14:01:00,CONFIRMED
O00013728,100355.0,P00136,5,2026-08-28,2026-08-28 17:28:00,CANCELLED
O00013729,107926.0,P00619,4,2026-09-07,2026-09-07 15:29:00,DELIVERED
O00013730,100811.0,P00730,3,2026-08-31,2026-08-31 11:49:00,DELIVERED
O00013731,103816.0,P00654,5,2026-09-01,2026-09-01 10:44:00,SHIPPED
O00013732,105556.0,P00004,2,2026-08-09,2026-08-09 15:18:00,DELIVERED
O00013733,103210.0,P00917,2,2026-08-14,2026-08-14 22:21:00,SHIPPED
O00013734,105247.0,P00469,1,2026-08-13,2026-08-13 17:16:00,PLACED
O00013735,100909.0,P00902,2,2026-08-25,2026-08-25 06:30:00,CANCELLED
O00013736,108215.0,P00203,2,2026-08-23,2026-08-23 08:57:00,SHIPPED
O00013737,106971.0,P00458,5,2026-09-06,2026-09-06 04:13:00,PLACED
O00013738,101154.0,P00186,4,2026-09-04,2026-09-04 05:06:00,CONFIRMED
O00013739,104126.0,P00122,3,2026-09-07,2026-09-07 06:36:00,DELIVERED
O00013740,100728.0,P00172,5,2026-08-10,2026-08-10 14:26:00,PLACED
O00013741,100325.0,P00994,4,2026-08-20,2026-08-20 06:47:00,DELIVERED
O00013742,101075.0,P00506,4,2026-08-16,2026-08-16 16:57:00,CANCELLED
O00013743,100338.0,P00816,2,2026-08-05,2026-08-05 15:57:00,PLACED
O00013744,101273.0,P00514,5,2026-08-17,2026-08-17 11:48:00,PLACED
O00013745,107869.0,P00977,5,2026-08-28,2026-08-28 17:26:00,DELIVERED
O00013746,103748.0,P00129,3,2026-09-01,2026-09-01 02:47:00,DELIVERED
O00013747,108613.0,P00601,2,2026-08-11,2026-08-11 19:09:00,CONFIRMED
O00013748,100647.0,P00403,1,2026-09-01,2026-09-01 02:41:00,CONFIRMED
O00013749,104754.0,P00611,2,2026-09-08,2026-09-08 20:54:00,SHIPPED
O00013750,109452.0,P00126,5,2026-09-05,2026-09-05 06:50:00,PLACED
O00013751,102190.0,P00049,5,2026-09-01,2026-09-01 07:56:00,CANCELLED
O00013752,107585.0,P00083,3,2026-09-05,2026-09-05 00:41:00,CANCELLED
O00013753,106783.0,P00433,1,2026-09-04,2026-09-04 21:19:00,DELIVERED
O00013754,100496.0,P00345,4,2026-08-06,2026-08-06 05:17:00,CANCELLED
O00013755,104176.0,P00482,3,2026-08-30,2026-08-30 12:01:00,CONFIRMED
O00013756,106240.0,P00931,3,2026-08-14,2026-08-14 21:00:00,SHIPPED
O00013757,109289.0,P00385,1,2026-08-27,2026-08-27 07:58:00,CANCELLED
O00013758,102559.0,P00798,3,2026-08-31,2026-08-31 18:21:00,SHIPPED
O00013759,102692.0,P00763,4,2026-08-12,2026-08-12 02:19:00,CANCELLED
O00013760,105162.0,P00624,1,2026-08-24,2026-08-24 03:09:00,PLACED
O00013761,109765.0,P00649,4,2026-08-31,2026-08-31 03:02:00,CONFIRMED
O00013762,108097.0,P00236,4,2026-09-02,2026-09-02 08:05:00,CONFIRMED
O00013763,103497.0,P00697,2,2026-09-02,2026-09-02 01:21:00,SHIPPED
O00013764,100843.0,P00298,4,2026-08-13,2026-08-13 16:02:00,PLACED
O00013765,108162.0,P00103,5,2026-08-31,2026-08-31 11:40:00,DELIVERED
O00013766,107328.0,P00978,4,2026-09-04,2026-09-04 13:07:00,DELIVERED
O00013767,101608.0,P00841,2,2026-08-03,2026-08-03 08:14:00,CONFIRMED
O00013768,106988.0,P00510,4,2026-08-19,2026-08-19 22:45:00,SHIPPED
O00013769,107631.0,P00594,5,2026-09-02,2026-09-02 02:50:00,SHIPPED
O00013770,105193.0,P00265,3,2026-09-02,2026-09-02 18:39:00,SHIPPED
O00013771,102484.0,P00741,3,2026-09-03,2026-09-03 14:45:00,CONFIRMED
O00013772,101039.0,P00993,2,2026-08-06,2026-08-06 09:04:00,SHIPPED
O00013773,107355.0,P00825,3,2026-08-29,2026-08-29 17:35:00,CANCELLED
O00013774,107211.0,P00142,2,2026-08-24,2026-08-24 16:24:00,DELIVERED
O00013775,104704.0,P00068,1,2026-09-03,2026-09-03 02:06:00,PLACED
O00013776,104482.0,P00055,4,2026-08-23,2026-08-23 03:32:00,CONFIRMED
O00013777,108272.0,P00487,5,2026-08-21,2026-08-21 22:02:00,DELIVERED
O00013778,107116.0,P00524,5,2026-09-05,2026-09-05 14:33:00,SHIPPED
O00013779,105269.0,P00345,4,2026-08-15,2026-08-15 20:22:00,PLACED
O00013780,109810.0,P00988,2,2026-09-11,2026-09-11 10:59:00,CONFIRMED
O00013781,109648.0,P00193,4,2026-09-08,2026-09-08 06:00:00,DELIVERED
O00013782,108852.0,P00877,2,2026-08-27,2026-08-27 00:28:00,DELIVERED
O00013783,105014.0,P00027,2,2026-09-05,2026-09-05 05:39:00,DELIVERED
O00013784,103571.0,P00307,4,2026-09-05,2026-09-05 20:42:00,CANCELLED
O00013785,107317.0,P00232,1,2026-08-07,2026-08-07 13:08:00,CANCELLED
O00013786,102611.0,P00662,1,2026-08-13,2026-08-13 21:05:00,CANCELLED
O00013787,104320.0,P00362,2,2026-08-26,2026-08-26 15:04:00,DELIVERED
O00013788,106834.0,P00873,1,2026-08-15,2026-08-15 04:42:00,CANCELLED
O00013789,102342.0,P00252,4,2026-08-18,2026-08-18 02:05:00,CONFIRMED
O00013790,103442.0,P00294,3,2026-08-17,2026-08-17 16:44:00,CONFIRMED
O00013791,106901.0,P00159,3,2026-08-31,2026-08-31 01:55:00,CONFIRMED
O00013792,105641.0,P00242,2,2026-08-16,2026-08-16 12:44:00,CONFIRMED
O00013793,102584.0,P00612,4,2026-09-08,2026-09-08 00:43:00,SHIPPED
O00013794,103019.0,P00124,2,2026-08-06,2026-08-06 09:27:00,CANCELLED
O00013795,102626.0,P00113,4,2026-08-15,2026-08-15 12:52:00,CANCELLED
O00013796,105220.0,P00671,4,2026-08-23,2026-08-23 16:23:00,CONFIRMED
O00013797,103618.0,P00655,2,2026-09-06,2026-09-06 00:52:00,SHIPPED
O00013798,104219.0,P00342,2,2026-09-02,2026-09-02 04:26:00,SHIPPED
O00013799,107884.0,P00862,2,2026-08-01,2026-08-01 00:21:00,SHIPPED
O00013800,107869.0,P00583,3,2026-09-01,2026-09-01 06:46:00,CONFIRMED
O00013801,105520.0,P00066,3,2026-08-30,2026-08-30 00:29:00,CONFIRMED
O00013802,109398.0,P00522,2,2026-08-30,2026-08-30 01:43:00,CONFIRMED
O00013803,107922.0,P00200,3,2026-09-03,2026-09-03 00:29:00,CANCELLED
O00013804,107737.0,P00491,3,2026-08-18,2026-08-18 23:26:00,DELIVERED
O00013805,101838.0,P00532,5,2026-08-26,2026-08-26 01:51:00,DELIVERED
O00013806,106668.0,P00340,1,2026-09-01,2026-09-01 17:11:00,SHIPPED
O00013807,108328.0,P00609,2,2026-08-01,2026-08-01 20:22:00,SHIPPED
O00013808,103600.0,P00630,4,2026-08-04,2026-08-04 18:50:00,PLACED
O00013809,107578.0,P00422,4,2026-08-07,2026-08-07 08:28:00,CANCELLED
O00013810,104246.0,P00830,2,2026-08-19,2026-08-19 10:53:00,DELIVERED
O00013811,103061.0,P00085,3,2026-08-30,2026-08-30 04:45:00,SHIPPED
O00013812,108833.0,P00484,3,2026-08-20,2026-08-20 21:13:00,DELIVERED
O00013813,101445.0,P00962,4,2026-08-22,2026-08-22 21:40:00,CONFIRMED
O00013814,101693.0,P00989,2,2026-08-23,2026-08-23 09:29:00,CANCELLED
O00013815,108789.0,P00633,5,2026-09-09,2026-09-09 06:08:00,CANCELLED
O00013816,105098.0,P00602,3,2026-09-04,2026-09-04 20:06:00,CONFIRMED
O00013817,107884.0,P00104,5,2026-09-08,2026-09-08 04:17:00,DELIVERED
O00013818,102041.0,P00464,4,2026-08-01,2026-08-01 23:18:00,CANCELLED
O00013819,101078.0,P00460,1,2026-08-19,2026-08-19 03:21:00,PLACED
O00013820,106373.0,P00712,2,2026-08-02,2026-08-02 13:39:00,DELIVERED
O00013821,100362.0,P00523,3,2026-09-02,2026-09-02 10:22:00,SHIPPED
O00013822,107048.0,P00507,2,2026-08-05,2026-08-05 00:07:00,CONFIRMED
O00013823,106994.0,P00444,3,2026-08-09,2026-08-09 02:59:00,SHIPPED
O00013824,106649.0,P00697,3,2026-09-03,2026-09-03 14:32:00,DELIVERED
O00013825,105791.0,P00630,4,2026-08-22,2026-08-22 17:05:00,DELIVERED
O00013826,102574.0,P00466,1,2026-09-05,2026-09-05 09:39:00,SHIPPED
O00013827,105246.0,P00306,4,2026-08-25,2026-08-25 05:10:00,PLACED
O00013828,105966.0,P00579,5,2026-08-29,2026-08-29 22:43:00,CONFIRMED
O00013829,105245.0,P00477,5,2026-08-21,2026-08-21 04:53:00,CANCELLED
O00013830,102786.0,P00341,5,2026-08-01,2026-08-01 12:26:00,SHIPPED
O00013831,101414.0,P00958,3,2026-09-03,2026-09-03 04:53:00,CONFIRMED
O00013832,107162.0,P00396,5,2026-08-03,2026-08-03 16:47:00,CONFIRMED
O00013833,104486.0,P00828,2,2026-08-20,2026-08-20 02:31:00,DELIVERED
O00013834,102760.0,P00364,1,2026-09-06,2026-09-06 15:37:00,CANCELLED
O00013835,102989.0,P00963,4,2026-09-05,2026-09-05 21:26:00,CANCELLED
O00013836,101509.0,P00848,3,2026-08-27,2026-08-27 05:37:00,CANCELLED
O00013837,104961.0,P00327,4,2026-08-05,2026-08-05 09:31:00,CONFIRMED
